,Unnamed: 0,traveler_id,age,occupation,income,flexibility,trip_purpose,departure_location,arrival_location,origin_gps,destination_gps,trip_distance_miles,trip_duration_minutes,departure_time_window,arrival_time_window,flexibility_pickup_earlier,flexibility_dropoff_later,origin_h3,destination_h3
906,906,17,36-50,teacher,$25K - $50K,inflexible for any schedule changes,shopping,workplace,Union Square,"[37.7895, -122.3944]","[37.7879, -122.4074]",1.2,10,11:30-12:00,11:40-12:10,15,15,87283082affffff,87283082affffff
907,907,17,36-50,teacher,$25K - $50K,inflexible for any schedule changes,work,home,workplace,"[37.7505, -122.4338]","[37.7895, -122.3944]",5.0,25,07:30-08:00,08:00-08:30,0,0,87283082dffffff,87283082affffff
908,908,17,36-50,teacher,$25K - $50K,inflexible for any schedule changes,meeting,workplace,Union Square,"[37.7895, -122.3944]","[37.7879, -122.4074]",1.2,10,13:00-13:30,13:10-13:40,5,10,87283082affffff,87283082affffff
909,909,17,36-50,teacher,$25K - $50K,inflexible for any schedule changes,recreation,home,Presidio,"[37.7505, -122.4338]","[37.7989, -122.4662]",5.0,20,14:00-14:30,14:20-14:50,15,10,87283082dffffff,872830874ffffff
910,910,17,36-50,teacher,$25K - $50K,inflexible for any schedule changes,work,workplace,home,"[37.7895, -122.3944]","[37.7505, -122.4338]",5.0,25,16:00-16:30,16:30-17:00,0,0,87283082affffff,87283082dffffff
911,911,17,36-50,teacher,$25K - $50K,inflexible for any schedule changes,grocery,home,shopping,"[37.7505, -122.4338]","[37.7648, -122.4661]",2.0,10,18:00-18:30,18:10-18:40,5,10,87283082dffffff,87283095affffff
912,912,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",commuting to school,home,university,"[37.7501, -122.4337]","[37.7749, -122.4194]",3.5,20,08:00-08:30,08:20-08:50,10,0,87283082dffffff,872830828ffffff
913,913,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",returning home from school,university,home,"[37.7749, -122.4194]","[37.7501, -122.4337]",3.5,20,15:00-15:30,15:20-15:50,10,0,872830828ffffff,87283082dffffff
914,914,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",grocery shopping,home,Stonestown Galleria,"[37.7501, -122.4337]","[37.7269, -122.4769]",4.5,15,10:00-10:30,10:15-10:45,20,10,87283082dffffff,872830951ffffff
915,915,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",returning home from shopping,Stonestown Galleria,home,"[37.7269, -122.4769]","[37.7501, -122.4337]",4.5,15,12:00-12:30,12:15-12:45,20,10,872830951ffffff,87283082dffffff
916,916,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",meeting friends,home,Union Square,"[37.7501, -122.4337]","[37.788, -122.4075]",4.0,25,17:00-17:30,17:25-17:55,30,15,87283082dffffff,87283082affffff
917,917,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",returning home from friends,Union Square,home,"[37.788, -122.4075]","[37.7501, -122.4337]",4.0,25,20:00-20:30,20:25-20:55,30,15,87283082affffff,87283082dffffff
918,918,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",gym workout,home,gym in SoMa,"[37.7501, -122.4337]","[37.7786, -122.4121]",3.0,18,06:00-06:30,06:18-06:48,15,10,87283082dffffff,872830828ffffff
919,919,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",returning home from gym,gym in SoMa,home,"[37.7786, -122.4121]","[37.7501, -122.4337]",3.0,18,07:30-08:00,07:48-08:18,15,10,872830828ffffff,87283082dffffff
920,920,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Lands End,"[37.7501, -122.4337]","[37.7802, -122.5126]",5.0,20,09:00-09:30,09:20-09:50,30,20,87283082dffffff,872830866ffffff
921,921,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",returning home from hiking,Lands End,home,"[37.7802, -122.5126]","[37.7501, -122.4337]",5.0,20,12:00-12:30,12:20-12:50,30,20,872830866ffffff,87283082dffffff
922,922,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",library visit,home,San Francisco Public Library,"[37.7501, -122.4337]","[37.7789, -122.4159]",3.2,15,13:00-13:30,13:15-13:45,20,10,87283082dffffff,872830828ffffff
923,923,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",returning home from library,San Francisco Public Library,home,"[37.7789, -122.4159]","[37.7501, -122.4337]",3.2,15,15:00-15:30,15:15-15:45,20,10,872830828ffffff,87283082dffffff
924,924,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",dining out,home,restaurant in Mission District,"[37.7501, -122.4337]","[37.7599, -122.4148]",1.8,10,19:00-19:30,19:10-19:40,30,15,87283082dffffff,87283082cffffff
925,925,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",returning home from dining,restaurant in Mission District,home,"[37.7599, -122.4148]","[37.7501, -122.4337]",1.8,10,21:00-21:30,21:10-21:40,30,15,87283082cffffff,87283082dffffff
926,926,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",attending a concert,home,Bill Graham Civic Auditorium,"[37.7501, -122.4337]","[37.7788, -122.418]",3.0,15,18:00-18:30,18:15-18:45,10,5,87283082dffffff,872830828ffffff
927,927,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",returning home from concert,Bill Graham Civic Auditorium,home,"[37.7788, -122.418]","[37.7501, -122.4337]",3.0,15,23:00-23:30,23:15-23:45,10,5,872830828ffffff,87283082dffffff
928,928,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",volunteering,home,community center,"[37.7501, -122.4337]","[37.7601, -122.4354]",1.5,10,09:00-09:30,09:10-09:40,20,10,87283082dffffff,87283082dffffff
929,929,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",returning home from volunteering,community center,home,"[37.7601, -122.4354]","[37.7501, -122.4337]",1.5,10,12:00-12:30,12:10-12:40,20,10,87283082dffffff,87283082dffffff
930,930,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",attending a workshop,home,workshop venue in SoMa,"[37.7501, -122.4337]","[37.7786, -122.4121]",3.0,18,14:00-14:30,14:18-14:48,10,5,87283082dffffff,872830828ffffff
931,931,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",returning home from workshop,workshop venue in SoMa,home,"[37.7786, -122.4121]","[37.7501, -122.4337]",3.0,18,17:00-17:30,17:18-17:48,10,5,872830828ffffff,87283082dffffff
932,932,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",attending a community event,home,Golden Gate Park,"[37.7501, -122.4337]","[37.7694, -122.4862]",4.2,20,10:00-10:30,10:20-10:50,20,10,87283082dffffff,87283095bffffff
933,933,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",returning home from community event,Golden Gate Park,home,"[37.7694, -122.4862]","[37.7501, -122.4337]",4.2,20,13:00-13:30,13:20-13:50,20,10,87283095bffffff,87283082dffffff
934,934,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",attending a lecture,home,lecture hall in Financial District,"[37.7501, -122.4337]","[37.7946, -122.3999]",4.5,25,08:00-08:30,08:25-08:55,10,0,87283082dffffff,87283082affffff
935,935,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",returning home from lecture,lecture hall in Financial District,home,"[37.7946, -122.3999]","[37.7501, -122.4337]",4.5,25,11:00-11:30,11:25-11:55,10,0,87283082affffff,87283082dffffff
936,936,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",attending a seminar,home,seminar venue in SoMa,"[37.7501, -122.4337]","[37.7786, -122.4121]",3.0,18,13:00-13:30,13:18-13:48,10,5,87283082dffffff,872830828ffffff
937,937,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",returning home from seminar,seminar venue in SoMa,home,"[37.7786, -122.4121]","[37.7501, -122.4337]",3.0,18,16:00-16:30,16:18-16:48,10,5,872830828ffffff,87283082dffffff
938,938,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",visiting a museum,home,SF Museum of Modern Art,"[37.7501, -122.4337]","[37.7857, -122.4011]",4.0,20,11:00-11:30,11:20-11:50,15,10,87283082dffffff,87283082affffff
939,939,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",returning home from museum,SF Museum of Modern Art,home,"[37.7857, -122.4011]","[37.7501, -122.4337]",4.0,20,14:00-14:30,14:20-14:50,15,10,87283082affffff,87283082dffffff
940,940,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",attending a yoga class,home,yoga studio in Noe Valley,"[37.7501, -122.4337]","[37.7503, -122.4331]",0.2,5,07:00-07:30,07:05-07:35,10,5,87283082dffffff,87283082dffffff
941,941,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",returning home from yoga class,yoga studio in Noe Valley,home,"[37.7503, -122.4331]","[37.7501, -122.4337]",0.2,5,08:30-09:00,08:35-09:05,10,5,87283082dffffff,87283082dffffff
942,942,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",attending a language class,home,language school in Mission District,"[37.7501, -122.4337]","[37.7593, -122.4187]",1.5,10,09:00-09:30,09:10-09:40,10,0,87283082dffffff,87283082cffffff
943,943,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",returning home from language class,language school in Mission District,home,"[37.7593, -122.4187]","[37.7501, -122.4337]",1.5,10,11:00-11:30,11:10-11:40,10,0,87283082cffffff,87283082dffffff
944,944,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",attending a tech meetup,home,venue in SoMa,"[37.7501, -122.4337]","[37.7786, -122.4121]",3.0,18,18:00-18:30,18:18-18:48,10,5,87283082dffffff,872830828ffffff
945,945,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",returning home from tech meetup,venue in SoMa,home,"[37.7786, -122.4121]","[37.7501, -122.4337]",3.0,18,21:00-21:30,21:18-21:48,10,5,872830828ffffff,87283082dffffff
946,946,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",attending a book club,home,bookstore in Noe Valley,"[37.7501, -122.4337]","[37.7504, -122.4332]",0.2,5,17:00-17:30,17:05-17:35,10,5,87283082dffffff,87283082dffffff
947,947,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",returning home from book club,bookstore in Noe Valley,home,"[37.7504, -122.4332]","[37.7501, -122.4337]",0.2,5,19:00-19:30,19:05-19:35,10,5,87283082dffffff,87283082dffffff
948,948,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",attending a film screening,home,cinema in Union Square,"[37.7501, -122.4337]","[37.788, -122.4075]",4.0,25,19:00-19:30,19:25-19:55,15,5,87283082dffffff,87283082affffff
949,949,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",returning home from film screening,cinema in Union Square,home,"[37.788, -122.4075]","[37.7501, -122.4337]",4.0,25,22:00-22:30,22:25-22:55,15,5,87283082affffff,87283082dffffff
950,950,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",visiting a gallery,home,art gallery in SoMa,"[37.7501, -122.4337]","[37.7786, -122.4121]",3.0,18,11:00-11:30,11:18-11:48,15,10,87283082dffffff,872830828ffffff
951,951,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",returning home from gallery,art gallery in SoMa,home,"[37.7786, -122.4121]","[37.7501, -122.4337]",3.0,18,14:00-14:30,14:18-14:48,15,10,872830828ffffff,87283082dffffff
952,952,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",attending a fitness class,home,fitness studio in Richmond,"[37.7501, -122.4337]","[37.7786, -122.4662]",3.5,20,06:00-06:30,06:20-06:50,10,5,87283082dffffff,87283095affffff
953,953,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",returning home from fitness class,fitness studio in Richmond,home,"[37.7786, -122.4662]","[37.7501, -122.4337]",3.5,20,08:00-08:30,08:20-08:50,10,5,87283095affffff,87283082dffffff
954,954,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",going to the beach,home,Ocean Beach,"[37.7501, -122.4337]","[37.7596, -122.5106]",5.0,25,10:00-10:30,10:25-10:55,20,10,87283082dffffff,872830959ffffff
955,955,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",returning home from beach,Ocean Beach,home,"[37.7596, -122.5106]","[37.7501, -122.4337]",5.0,25,13:00-13:30,13:25-13:55,20,10,872830959ffffff,87283082dffffff
956,956,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",going to a park,home,Dolores Park,"[37.7501, -122.4337]","[37.7597, -122.4269]",1.2,8,15:00-15:30,15:08-15:38,30,15,87283082dffffff,87283082cffffff
957,957,18,18-25,student,$100K - $150K,"flexible for early pickup, but inflexible for late dropoff",returning home from park,Dolores Park,home,"[37.7597, -122.4269]","[37.7501, -122.4337]",1.2,8,18:00-18:30,18:08-18:38,30,15,87283082cffffff,87283082dffffff
958,958,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7515, -122.4336]","[37.784, -122.4039]",4.5,25,06:30-07:00,06:55-07:25,15,0,87283082dffffff,87283082affffff
959,959,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",gym,home,gym,"[37.7515, -122.4336]","[37.7651, -122.4105]",2.0,15,08:00-08:30,08:15-08:45,20,10,87283082dffffff,872830828ffffff
960,960,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,shopping,"[37.7515, -122.4336]","[37.7879, -122.4074]",5.0,30,10:30-11:00,11:00-11:30,30,15,87283082dffffff,87283082affffff
961,961,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Golden Gate Park,"[37.7515, -122.4336]","[37.7694, -122.4862]",2.8,20,12:30-13:00,12:50-13:20,25,20,87283082dffffff,87283095bffffff
962,962,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",work,workplace,home,"[37.784, -122.4039]","[37.7515, -122.4336]",4.5,25,16:30-17:00,16:55-17:25,10,0,87283082affffff,87283082dffffff
963,963,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",visit friend,home,friend's house,"[37.7515, -122.4336]","[37.7595, -122.4269]",1.2,10,18:00-18:30,18:10-18:40,15,10,87283082dffffff,87283082cffffff
964,964,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",dinner,friend's house,restaurant,"[37.7595, -122.4269]","[37.7929, -122.3969]",4.5,20,19:30-20:00,19:50-20:20,20,5,87283082cffffff,87283082affffff
965,965,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",return home,restaurant,home,"[37.7929, -122.3969]","[37.7515, -122.4336]",5.1,25,21:00-21:30,21:25-21:55,10,0,87283082affffff,87283082dffffff
966,966,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7515, -122.4336]","[37.784, -122.4039]",4.5,25,06:30-07:00,06:55-07:25,15,0,87283082dffffff,87283082affffff
967,967,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",shopping,workplace,shopping,"[37.784, -122.4039]","[37.7879, -122.4074]",0.5,5,11:30-12:00,11:35-12:05,10,5,87283082affffff,87283082affffff
968,968,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",work,shopping,workplace,"[37.7879, -122.4074]","[37.784, -122.4039]",0.5,5,13:00-13:30,13:05-13:35,15,0,87283082affffff,87283082affffff
969,969,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",recreation,home,Presidio,"[37.7515, -122.4336]","[37.7989, -122.4662]",4.1,25,14:30-15:00,14:55-15:25,20,15,87283082dffffff,872830874ffffff
970,970,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",work,Presidio,home,"[37.7989, -122.4662]","[37.7515, -122.4336]",4.1,25,17:00-17:30,17:25-17:55,15,0,872830874ffffff,87283082dffffff
971,971,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",concert,home,concert venue,"[37.7515, -122.4336]","[37.7749, -122.4194]",2.5,20,19:00-19:30,19:20-19:50,20,5,87283082dffffff,872830828ffffff
972,972,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",return home,concert venue,home,"[37.7749, -122.4194]","[37.7515, -122.4336]",2.5,20,22:00-22:30,22:20-22:50,10,0,872830828ffffff,87283082dffffff
973,973,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Lands End,"[37.7515, -122.4336]","[37.7801, -122.5136]",4.7,30,08:00-08:30,08:30-09:00,25,15,87283082dffffff,872830866ffffff
974,974,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",return home,Lands End,home,"[37.7801, -122.5136]","[37.7515, -122.4336]",4.7,30,11:00-11:30,11:30-12:00,20,0,872830866ffffff,87283082dffffff
975,975,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7515, -122.4336]","[37.784, -122.4039]",4.5,25,06:30-07:00,06:55-07:25,15,0,87283082dffffff,87283082affffff
976,976,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",lunch,workplace,restaurant,"[37.784, -122.4039]","[37.79, -122.42]",1.0,10,12:00-12:30,12:10-12:40,10,5,87283082affffff,87283082bffffff
977,977,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",work,restaurant,workplace,"[37.79, -122.42]","[37.784, -122.4039]",1.0,10,13:00-13:30,13:10-13:40,10,0,87283082bffffff,87283082affffff
978,978,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",shopping,workplace,shopping,"[37.784, -122.4039]","[37.7749, -122.4194]",1.5,10,16:00-16:30,16:10-16:40,15,10,87283082affffff,872830828ffffff
979,979,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",return home,shopping,home,"[37.7749, -122.4194]","[37.7515, -122.4336]",2.5,20,19:00-19:30,19:20-19:50,15,0,872830828ffffff,87283082dffffff
980,980,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7515, -122.4336]","[37.784, -122.4039]",4.5,25,06:30-07:00,06:55-07:25,15,0,87283082dffffff,87283082affffff
981,981,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",recreation,workplace,Golden Gate Park,"[37.784, -122.4039]","[37.7694, -122.4862]",4.5,30,17:30-18:00,18:00-18:30,20,10,87283082affffff,87283095bffffff
982,982,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",dinner,Golden Gate Park,restaurant,"[37.7694, -122.4862]","[37.7648, -122.463]",1.5,10,19:00-19:30,19:10-19:40,15,5,87283095bffffff,87283095affffff
983,983,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",return home,restaurant,home,"[37.7648, -122.463]","[37.7515, -122.4336]",2.5,15,21:00-21:30,21:15-21:45,10,0,87283095affffff,87283082dffffff
984,984,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7515, -122.4336]","[37.784, -122.4039]",4.5,25,06:30-07:00,06:55-07:25,15,0,87283082dffffff,87283082affffff
985,985,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",work,workplace,home,"[37.784, -122.4039]","[37.7515, -122.4336]",4.5,25,17:00-17:30,17:25-17:55,10,0,87283082affffff,87283082dffffff
986,986,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Stonestown Galleria,"[37.7515, -122.4336]","[37.7284, -122.4766]",3.5,20,11:00-11:30,11:20-11:50,30,15,87283082dffffff,872830951ffffff
987,987,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",return home,Stonestown Galleria,home,"[37.7284, -122.4766]","[37.7515, -122.4336]",3.5,20,14:00-14:30,14:20-14:50,20,0,872830951ffffff,87283082dffffff
988,988,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7515, -122.4336]","[37.784, -122.4039]",4.5,25,06:30-07:00,06:55-07:25,15,0,87283082dffffff,87283082affffff
989,989,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",recreation,workplace,Dolores Park,"[37.784, -122.4039]","[37.7596, -122.4269]",2.7,15,16:00-16:30,16:15-16:45,20,10,87283082affffff,87283082cffffff
990,990,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",return home,Dolores Park,home,"[37.7596, -122.4269]","[37.7515, -122.4336]",1.0,10,18:00-18:30,18:10-18:40,15,0,87283082cffffff,87283082dffffff
991,991,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7515, -122.4336]","[37.784, -122.4039]",4.5,25,06:30-07:00,06:55-07:25,15,0,87283082dffffff,87283082affffff
992,992,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",doctor appointment,workplace,hospital,"[37.784, -122.4039]","[37.7621, -122.4358]",2.5,15,14:00-14:30,14:15-14:45,10,5,87283082affffff,87283082dffffff
993,993,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",return to work,hospital,workplace,"[37.7621, -122.4358]","[37.784, -122.4039]",2.5,15,15:30-16:00,15:45-16:15,10,0,87283082dffffff,87283082affffff
994,994,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",work,workplace,home,"[37.784, -122.4039]","[37.7515, -122.4336]",4.5,25,17:00-17:30,17:25-17:55,10,0,87283082affffff,87283082dffffff
995,995,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",night out,home,club,"[37.7515, -122.4336]","[37.7813, -122.4112]",3.0,20,21:00-21:30,21:20-21:50,20,5,87283082dffffff,872830828ffffff
996,996,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",return home,club,home,"[37.7813, -122.4112]","[37.7515, -122.4336]",3.0,20,01:30-02:00,01:50-02:20,10,0,872830828ffffff,87283082dffffff
997,997,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7515, -122.4336]","[37.784, -122.4039]",4.5,25,06:30-07:00,06:55-07:25,15,0,87283082dffffff,87283082affffff
998,998,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",recreation,workplace,Yerba Buena Gardens,"[37.784, -122.4039]","[37.7841, -122.4021]",0.2,5,12:00-12:30,12:05-12:35,10,5,87283082affffff,87283082affffff
999,999,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",work,Yerba Buena Gardens,workplace,"[37.7841, -122.4021]","[37.784, -122.4039]",0.2,5,13:30-14:00,13:35-14:05,10,0,87283082affffff,87283082affffff
1000,1000,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",work,workplace,home,"[37.784, -122.4039]","[37.7515, -122.4336]",4.5,25,17:00-17:30,17:25-17:55,10,0,87283082affffff,87283082dffffff
1001,1001,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",grocery shopping,home,grocery store,"[37.7515, -122.4336]","[37.7597, -122.428]",1.2,10,18:00-18:30,18:10-18:40,20,10,87283082dffffff,87283082dffffff
1002,1002,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",return home,grocery store,home,"[37.7597, -122.428]","[37.7515, -122.4336]",1.2,10,19:00-19:30,19:10-19:40,15,0,87283082dffffff,87283082dffffff
1003,1003,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7515, -122.4336]","[37.784, -122.4039]",4.5,25,06:30-07:00,06:55-07:25,15,0,87283082dffffff,87283082affffff
1004,1004,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",work,workplace,home,"[37.784, -122.4039]","[37.7515, -122.4336]",4.5,25,17:00-17:30,17:25-17:55,10,0,87283082affffff,87283082dffffff
1005,1005,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",hiking,home,Twin Peaks,"[37.7515, -122.4336]","[37.7544, -122.4477]",1.5,15,08:30-09:00,08:45-09:15,25,10,87283082dffffff,87283082dffffff
1006,1006,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",return home,Twin Peaks,home,"[37.7544, -122.4477]","[37.7515, -122.4336]",1.5,15,11:00-11:30,11:15-11:45,20,0,87283082dffffff,87283082dffffff
1007,1007,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7515, -122.4336]","[37.784, -122.4039]",4.5,25,06:30-07:00,06:55-07:25,15,0,87283082dffffff,87283082affffff
1008,1008,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",coffee,workplace,coffee shop,"[37.784, -122.4039]","[37.7765, -122.4145]",1.0,10,10:00-10:30,10:10-10:40,10,5,87283082affffff,872830828ffffff
1009,1009,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",work,coffee shop,workplace,"[37.7765, -122.4145]","[37.784, -122.4039]",1.0,10,11:00-11:30,11:10-11:40,10,0,872830828ffffff,87283082affffff
1010,1010,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",work,workplace,home,"[37.784, -122.4039]","[37.7515, -122.4336]",4.5,25,17:00-17:30,17:25-17:55,10,0,87283082affffff,87283082dffffff
1011,1011,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",shopping,home,Union Square,"[37.7515, -122.4336]","[37.7879, -122.4074]",5.0,30,12:00-12:30,12:30-13:00,30,15,87283082dffffff,87283082affffff
1012,1012,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",return home,Union Square,home,"[37.7879, -122.4074]","[37.7515, -122.4336]",5.0,30,15:00-15:30,15:30-16:00,20,0,87283082affffff,87283082dffffff
1013,1013,19,18-25,healthcare worker,$25K - $50K,"flexible for early pickup, but inflexible for late dropoff",work,home,workplace,"[37.7515, -122.4336]","[37.784, -122.4039]",4.5,25,06:30-07:00,06:55-07:25,15,0,87283082dffffff,87283082affffff
1014,1014,20,36-50,unemployed,$150K or more,"flexible for early pickup, but inflexible for late dropoff",grocery_shopping,home,Stonestown Galleria,"[37.7511, -122.4337]","[37.7281, -122.475]",3.5,15,09:30-10:00,09:45-10:15,20,10,87283082dffffff,872830951ffffff
